Total NoC latency is	3.5875e-07	s
Total NoC latency is	3.5125e-07	s
Total NoC latency is	1.48875e-06	s
Total NoC latency is	1.48625e-06	s
Total NoC latency is	4.95e-07	s
Total NoC latency is	3.5125e-07	s
Total NoC latency is	1.48875e-06	s
Total NoC latency is	1.48625e-06	s
Total NoC latency is	4.95e-07	s
Total NoC latency is	3.5125e-07	s
Total NoC latency is	1.48875e-06	s
Total NoC latency is	1.48625e-06	s
Total NoC latency is	4.95e-07	s
Total NoC latency is	3.5125e-07	s
Total NoC latency is	1.48875e-06	s
Total NoC latency is	1.48625e-06	s
Total NoC latency is	4.375e-08	s
