Total NoC latency is	1.875e-07	s
Total NoC latency is	1.975e-07	s
Total NoC latency is	2e-07	s
Total NoC latency is	2e-07	s
Total NoC latency is	2e-07	s
Total NoC latency is	2e-07	s
Total NoC latency is	2e-07	s
Total NoC latency is	2e-07	s
Total NoC latency is	2e-07	s
Total NoC latency is	2e-07	s
Total NoC latency is	2e-07	s
Total NoC latency is	2e-07	s
Total NoC latency is	2.0625e-07	s
Total NoC latency is	1.975e-07	s
Total NoC latency is	2e-07	s
Total NoC latency is	2.0625e-07	s
Total NoC latency is	1.975e-07	s
Total NoC latency is	2e-07	s
Total NoC latency is	2.0625e-07	s
Total NoC latency is	1.975e-07	s
Total NoC latency is	1.925e-07	s
Total NoC latency is	1.53e-06	s
