Total NoC area is	0.456665	um^2
Total NoC area is	0.456665	um^2
Total NoC area is	0.456665	um^2
Total NoC area is	0.456665	um^2
Total NoC area is	0.456665	um^2
Total NoC area is	0.456665	um^2
Total NoC area is	0.456665	um^2
Total NoC area is	0.456665	um^2
Total NoC area is	0.456665	um^2
Total NoC area is	0.456665	um^2
Total NoC area is	0.456665	um^2
Total NoC area is	0.456665	um^2
Total NoC area is	0.456665	um^2
Total NoC area is	0.456665	um^2
Total NoC area is	0.456665	um^2
Total NoC area is	0.456665	um^2
Total NoC area is	0.456665	um^2
Total NoC area is	0.456665	um^2
Total NoC area is	0.456665	um^2
Total NoC area is	0.456665	um^2
Total NoC area is	0.349634	um^2
Total NoC area is	0.00300722320441989	um^2
