Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	1.75e-08	s
Total NoC latency is	1.75e-08	s
Total NoC latency is	1.75e-08	s
Total NoC latency is	1.75e-08	s
Total NoC latency is	1.75e-08	s
Total NoC latency is	1.75e-08	s
Total NoC latency is	1.75e-08	s
Total NoC latency is	1.75e-08	s
Total NoC latency is	1.75e-08	s
Total NoC latency is	1.75e-08	s
Total NoC latency is	1.75e-08	s
Total NoC latency is	2.75e-08	s
