Total NoC area is	0	um^2
Total NoC area is	0	um^2
Total NoC area is	0.178385	um^2
Total NoC area is	0	um^2
Total NoC area is	0	um^2
Total NoC area is	0.178385	um^2
Total NoC area is	0	um^2
Total NoC area is	0	um^2
Total NoC area is	0.178385	um^2
Total NoC area is	0	um^2
Total NoC area is	0	um^2
Total NoC area is	0.178385	um^2
Total NoC area is	0	um^2
Total NoC area is	0	um^2
Total NoC area is	0.178385	um^2
Total NoC area is	0	um^2
Total NoC area is	0	um^2
Total NoC area is	0.178385	um^2
Total NoC area is	0.14736152173913042	um^2
Total NoC area is	0.0142708	um^2
