Total NoC area is	0.114166	um^2
Total NoC area is	0	um^2
Total NoC area is	0.114166	um^2
Total NoC area is	0.114166	um^2
Total NoC area is	0	um^2
Total NoC area is	0.114166	um^2
Total NoC area is	0.114166	um^2
Total NoC area is	0	um^2
Total NoC area is	0.114166	um^2
Total NoC area is	0.114166	um^2
Total NoC area is	0	um^2
Total NoC area is	0.114166	um^2
Total NoC area is	0.114166	um^2
Total NoC area is	0	um^2
Total NoC area is	0.114166	um^2
Total NoC area is	0.114166	um^2
Total NoC area is	0	um^2
Total NoC area is	0.114166	um^2
Total NoC area is	0.114166	um^2
Total NoC area is	0	um^2
Total NoC area is	0.114166	um^2
Total NoC area is	0.114166	um^2
Total NoC area is	0	um^2
Total NoC area is	0.114166	um^2
Total NoC area is	0.114166	um^2
Total NoC area is	0	um^2
Total NoC area is	0.114166	um^2
Total NoC area is	0.114166	um^2
Total NoC area is	0	um^2
Total NoC area is	0.114166	um^2
Total NoC area is	0.114166	um^2
Total NoC area is	0	um^2
Total NoC area is	0.114166	um^2
Total NoC area is	0.114166	um^2
Total NoC area is	0	um^2
Total NoC area is	0.114166	um^2
