Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	1.875e-08	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	2.875e-08	s
Total NoC latency is	3.25e-08	s
Total NoC latency is	0.0	s
Total NoC latency is	2.875e-08	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	2.875e-08	s
Total NoC latency is	3.25e-08	s
Total NoC latency is	0.0	s
Total NoC latency is	2.875e-08	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	2.875e-08	s
Total NoC latency is	3.25e-08	s
Total NoC latency is	0.0	s
Total NoC latency is	2.875e-08	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	2.875e-08	s
Total NoC latency is	3.25e-08	s
Total NoC latency is	0.0	s
Total NoC latency is	2.875e-08	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	2.875e-08	s
Total NoC latency is	3.25e-08	s
Total NoC latency is	0.0	s
Total NoC latency is	2.875e-08	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	2.875e-08	s
Total NoC latency is	3.25e-08	s
Total NoC latency is	0.0	s
Total NoC latency is	2.875e-08	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	2.875e-08	s
Total NoC latency is	3.25e-08	s
Total NoC latency is	0.0	s
Total NoC latency is	2.875e-08	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	2.875e-08	s
Total NoC latency is	3.25e-08	s
Total NoC latency is	0.0	s
Total NoC latency is	2.875e-08	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	2.875e-08	s
Total NoC latency is	3.25e-08	s
Total NoC latency is	0.0	s
Total NoC latency is	2.875e-08	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	2.875e-08	s
Total NoC latency is	3.25e-08	s
Total NoC latency is	0.0	s
Total NoC latency is	2.875e-08	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	2.875e-08	s
Total NoC latency is	3.25e-08	s
Total NoC latency is	0.0	s
Total NoC latency is	2.875e-08	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	0.0	s
Total NoC latency is	2.875e-08	s
Total NoC latency is	2.875e-08	s
