Total NoC power is	0	W
Total NoC power is	0	W
Total NoC power is	0.000245296	W
Total NoC power is	0	W
Total NoC power is	0	W
Total NoC power is	0.000422622	W
Total NoC power is	0.0006641860000000001	W
Total NoC power is	0	W
Total NoC power is	0.000422622	W
Total NoC power is	0	W
Total NoC power is	0	W
Total NoC power is	0	W
Total NoC power is	0.000422622	W
Total NoC power is	0.0006641860000000001	W
Total NoC power is	0	W
Total NoC power is	0.000422622	W
Total NoC power is	0	W
Total NoC power is	0	W
Total NoC power is	0	W
Total NoC power is	0.000422622	W
Total NoC power is	0.0006641860000000001	W
Total NoC power is	0	W
Total NoC power is	0.000422622	W
Total NoC power is	0	W
Total NoC power is	0	W
Total NoC power is	0	W
Total NoC power is	0.000422622	W
Total NoC power is	0.0006641860000000001	W
Total NoC power is	0	W
Total NoC power is	0.000422622	W
Total NoC power is	0	W
Total NoC power is	0	W
Total NoC power is	0	W
Total NoC power is	0.000422622	W
Total NoC power is	0.0006641860000000001	W
Total NoC power is	0	W
Total NoC power is	0.000422622	W
Total NoC power is	0	W
Total NoC power is	0	W
Total NoC power is	0	W
Total NoC power is	0.000422622	W
Total NoC power is	0.0006641860000000001	W
Total NoC power is	0	W
Total NoC power is	0.000422622	W
Total NoC power is	0	W
Total NoC power is	0	W
Total NoC power is	0	W
Total NoC power is	0.000422622	W
Total NoC power is	0.0006641860000000001	W
Total NoC power is	0	W
Total NoC power is	0.000422622	W
Total NoC power is	0	W
Total NoC power is	0	W
Total NoC power is	0	W
Total NoC power is	0.000422622	W
Total NoC power is	0.0006641860000000001	W
Total NoC power is	0	W
Total NoC power is	0.000422622	W
Total NoC power is	0	W
Total NoC power is	0	W
Total NoC power is	0	W
Total NoC power is	0.000422622	W
Total NoC power is	0.0006641860000000001	W
Total NoC power is	0	W
Total NoC power is	0.000422622	W
Total NoC power is	0	W
Total NoC power is	0	W
Total NoC power is	0	W
Total NoC power is	0.000422622	W
Total NoC power is	0.0006641860000000001	W
Total NoC power is	0	W
Total NoC power is	0.000422622	W
Total NoC power is	0	W
Total NoC power is	0	W
Total NoC power is	0	W
Total NoC power is	0.000422622	W
Total NoC power is	0.0006641860000000001	W
Total NoC power is	0	W
Total NoC power is	0.000422622	W
Total NoC power is	0	W
Total NoC power is	0	W
Total NoC power is	0	W
Total NoC power is	0.000422622	W
Total NoC power is	0.000422622	W
