Total NoC power is	0.0007444645	W
Total NoC power is	0.00362515	W
Total NoC power is	0.0012165923333333334	W
Total NoC power is	0.00362515	W
Total NoC power is	0.0012165923333333334	W
Total NoC power is	0.00362515	W
Total NoC power is	0.0012165923333333334	W
Total NoC power is	0.00362515	W
Total NoC power is	0.0012165923333333334	W
Total NoC power is	0.00362515	W
Total NoC power is	0.0012165923333333334	W
Total NoC power is	0.00362515	W
Total NoC power is	0.0012165923333333334	W
Total NoC power is	0.00362515	W
Total NoC power is	0.0012165923333333334	W
Total NoC power is	0.00362515	W
Total NoC power is	0.0012165923333333334	W
Total NoC power is	0.00362515	W
Total NoC power is	0.0012165923333333334	W
Total NoC power is	0.00362515	W
Total NoC power is	0.0012165923333333334	W
Total NoC power is	0.00362515	W
Total NoC power is	0.0012165923333333334	W
Total NoC power is	0.00362515	W
Total NoC power is	0.000537454	W
